sequence_id,country_id,institute_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR3287652,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287652/ERR3287652_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287652/ERR3287652_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0973
ERR3287641,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287641/ERR3287641_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287641/ERR3287641_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,PMK-0962
ERR3287639,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287639/ERR3287639_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287639/ERR3287639_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-0960
ERR3287625,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287625/ERR3287625_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287625/ERR3287625_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-0946
ERR3287631,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287631/ERR3287631_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287631/ERR3287631_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0952
ERR3287643,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287643/ERR3287643_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287643/ERR3287643_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-0964
ERR3287642,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287642/ERR3287642_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287642/ERR3287642_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,PMK-0963
ERR3287653,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287653/ERR3287653_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287653/ERR3287653_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0974
ERR3287650,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287650/ERR3287650_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287650/ERR3287650_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-0971
ERR3287651,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287651/ERR3287651_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287651/ERR3287651_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMK-0972
ERR3287646,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287646/ERR3287646_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287646/ERR3287646_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMK-0967
ERR3287624,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287624/ERR3287624_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287624/ERR3287624_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0945
ERR3287668,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287668/ERR3287668_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287668/ERR3287668_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMK-0989
ERR3287633,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287633/ERR3287633_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287633/ERR3287633_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,PMK-0954
ERR3287634,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287634/ERR3287634_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287634/ERR3287634_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMK-0955
ERR3287657,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287657/ERR3287657_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287657/ERR3287657_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0978
ERR3287655,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287655/ERR3287655_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287655/ERR3287655_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMK-0976
ERR3287654,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287654/ERR3287654_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287654/ERR3287654_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMK-0975
ERR3287660,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287660/ERR3287660_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287660/ERR3287660_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0981
ERR3287674,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287674/ERR3287674_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287674/ERR3287674_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,PMK-0995
ERR3287662,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287662/ERR3287662_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287662/ERR3287662_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0983
ERR3287630,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287630/ERR3287630_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287630/ERR3287630_2.fastq.gz",S,S,NA,S,I,S,S,S,S,S,S,R,R,PMK-0951
ERR3287648,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287648/ERR3287648_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287648/ERR3287648_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,S,S,PMK-0969
ERR3287614,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287614/ERR3287614_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287614/ERR3287614_2.fastq.gz",R,S,S,S,R,S,R,R,R,S,R,S,S,PMK-0935
ERR3287718,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287718/ERR3287718_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287718/ERR3287718_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,S,S,PMFR-0660
ERR3287658,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287658/ERR3287658_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287658/ERR3287658_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0979
ERR3287663,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287663/ERR3287663_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287663/ERR3287663_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-0984
ERR3287664,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287664/ERR3287664_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287664/ERR3287664_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,PMK-0985
ERR3287647,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287647/ERR3287647_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287647/ERR3287647_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,S,S,PMK-0968
ERR3287670,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287670/ERR3287670_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287670/ERR3287670_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0991
ERR3287619,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287619/ERR3287619_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287619/ERR3287619_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMK-0940
ERR3287666,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287666/ERR3287666_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287666/ERR3287666_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMK-0987
ERR3287667,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287667/ERR3287667_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287667/ERR3287667_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,S,S,PMK-0988
ERR3287669,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287669/ERR3287669_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287669/ERR3287669_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,PMK-0990
ERR3287649,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287649/ERR3287649_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287649/ERR3287649_2.fastq.gz",S,S,S,S,I,I,R,S,S,S,S,R,R,PMK-0970
ERR3287665,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287665/ERR3287665_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287665/ERR3287665_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0986
ERR3287672,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287672/ERR3287672_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287672/ERR3287672_2.fastq.gz",S,S,S,S,R,S,S,S,S,S,S,R,R,PMK-0993
ERR3287675,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287675/ERR3287675_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287675/ERR3287675_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMK-0996
ERR3287656,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287656/ERR3287656_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287656/ERR3287656_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,PMK-0977
ERR3287694,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287694/ERR3287694_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287694/ERR3287694_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMOP-0636
ERR3287671,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287671/ERR3287671_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287671/ERR3287671_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMK-0992
ERR3287683,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287683/ERR3287683_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287683/ERR3287683_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-1004
ERR3287661,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287661/ERR3287661_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287661/ERR3287661_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMK-0982
ERR3287678,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287678/ERR3287678_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287678/ERR3287678_2.fastq.gz",S,S,S,S,R,S,R,R,S,S,S,R,S,PMK-0999
ERR3287693,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287693/ERR3287693_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287693/ERR3287693_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,S,PMOP-0635
ERR3287680,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287680/ERR3287680_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287680/ERR3287680_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMK-1001
ERR3287715,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287715/ERR3287715_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287715/ERR3287715_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMFR-0657
ERR3287695,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287695/ERR3287695_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287695/ERR3287695_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,PMOP-0637
ERR3287677,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287677/ERR3287677_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287677/ERR3287677_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMK-0998
ERR3287681,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287681/ERR3287681_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287681/ERR3287681_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,PMK-1002
ERR3287673,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287673/ERR3287673_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287673/ERR3287673_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,PMK-0994
ERR3287720,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287720/ERR3287720_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287720/ERR3287720_2.fastq.gz",S,S,S,NA,S,S,S,S,S,S,S,S,S,PMFR-0662
ERR3287722,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287722/ERR3287722_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287722/ERR3287722_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0664
ERR3287719,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287719/ERR3287719_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287719/ERR3287719_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMFR-0661
ERR3287685,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287685/ERR3287685_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287685/ERR3287685_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMK-1006
ERR3287764,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287764/ERR3287764_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287764/ERR3287764_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,S,PMFR-0706
ERR3287698,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287698/ERR3287698_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287698/ERR3287698_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMOP-0640
ERR3287713,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287713/ERR3287713_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287713/ERR3287713_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,S,R,R,PMFR-0655
ERR3287659,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287659/ERR3287659_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287659/ERR3287659_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-0980
ERR3287699,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287699/ERR3287699_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287699/ERR3287699_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,PMOP-0641
ERR3287684,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287684/ERR3287684_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287684/ERR3287684_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-1005
ERR3287707,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287707/ERR3287707_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287707/ERR3287707_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMOP-0649
ERR3287686,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287686/ERR3287686_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287686/ERR3287686_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,NA,R,PMK-1007
ERR3287690,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287690/ERR3287690_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287690/ERR3287690_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,PMK-1011
ERR3287702,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287702/ERR3287702_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287702/ERR3287702_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMOP-0644
ERR3287708,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287708/ERR3287708_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287708/ERR3287708_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,PMOP-0650
ERR3287726,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287726/ERR3287726_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287726/ERR3287726_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMFR-0668
ERR3287709,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287709/ERR3287709_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287709/ERR3287709_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMOP-0651
ERR3287691,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287691/ERR3287691_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287691/ERR3287691_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMK-1012
ERR3287733,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287733/ERR3287733_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287733/ERR3287733_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMFR-0675
ERR3287696,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287696/ERR3287696_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287696/ERR3287696_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMOP-0638
ERR3287725,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287725/ERR3287725_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287725/ERR3287725_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0667
ERR3287705,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287705/ERR3287705_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287705/ERR3287705_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMOP-0647
ERR3287706,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287706/ERR3287706_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287706/ERR3287706_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,PMOP-0648
ERR3287729,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287729/ERR3287729_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287729/ERR3287729_2.fastq.gz",R,S,S,S,S,S,R,R,S,S,S,R,R,PMFR-0671
ERR3287711,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287711/ERR3287711_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287711/ERR3287711_2.fastq.gz",R,S,S,S,S,R,R,R,R,S,R,R,R,PMOP-0653
